Happy,Amusing,Beauty,Calm,Energizing,Angry,Triumphant,prolific_id,stimulus_id,age,Country of Birth,Current Country of Residence,Current UK area of residence,Employment Status,First Language,Hearing difficulties,Nationality,Sex,Student Status,tmf_core,tmf_would_like_to_be,tmf_interests_seen_as,tmf_attitudes_seen_as,tmf_behaviour_seen_as,tmf_appearance_seen_as,sex,gender_identity,gender_text,sex_orientation,orient_text,ethnicity,disability,community_sss,national_sss,target,tmf_avg,tmf_label,sss_avg
5,3,5,2,4,1,1,5ee7c48852b956087468ad8b,pdzliNhlqWI,37,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Male,No,3.0,3.0,3.0,4.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,8.0,7.0,fem,3.0,neither nor,7.5
4,1,2,2,1,1,1,60f58103f23bca812b229dbb,VIqv8YRVDuY,28,United Kingdom,United Kingdom,"London, England ",Unemployed (and job seeking),English,No,United Kingdom,Male,No,2.0,2.0,1.0,2.0,2.0,1.0,Male,Man,,Heterosexual (straight),,Black,No,3.0,2.0,fem,1.6666666666666667,resolutely masculine,2.5
4,1,3,2,1,1,1,60f58103f23bca812b229dbb,pdzliNhlqWI,28,United Kingdom,United Kingdom,"London, England ",Unemployed (and job seeking),English,No,United Kingdom,Male,No,2.0,2.0,1.0,2.0,2.0,1.0,Male,Man,,Heterosexual (straight),,Black,No,3.0,2.0,fem,1.6666666666666667,resolutely masculine,2.5
6,5,6,6,4,1,4,59b555702a78fd00010b86d4,VIqv8YRVDuY,23,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,3.0,3.0,2.0,4.0,3.0,2.0,Male,Man,,Bisexual,,White,No,3.0,3.0,fem,2.833333333333333,neither nor,3.0
3,3,1,1,1,1,1,60f58103f23bca812b229dbb,2-m3SEGs0kM,28,United Kingdom,United Kingdom,"London, England ",Unemployed (and job seeking),English,No,United Kingdom,Male,No,2.0,2.0,1.0,2.0,2.0,1.0,Male,Man,,Heterosexual (straight),,Black,No,3.0,2.0,mix,1.6666666666666667,resolutely masculine,2.5
2,1,1,2,5,6,5,5d7ebf9e93902b0001965912,HO-GyyhtDnA,38,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,English,No,United Kingdom,Male,Yes,2.0,2.0,3.0,2.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,6.0,8.0,masc,2.0,resolutely masculine,7.0
6,3,2,3,5,3,5,5d7ebf9e93902b0001965912,cYszuGaptkk,38,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,English,No,United Kingdom,Male,Yes,2.0,2.0,3.0,2.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,6.0,8.0,mix,2.0,resolutely masculine,7.0
5,4,6,6,3,1,4,59b555702a78fd00010b86d4,2-m3SEGs0kM,23,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,3.0,3.0,2.0,4.0,3.0,2.0,Male,Man,,Bisexual,,White,No,3.0,3.0,mix,2.833333333333333,neither nor,3.0
6,5,3,4,4,2,3,5d7ebf9e93902b0001965912,2-m3SEGs0kM,38,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,English,No,United Kingdom,Male,Yes,2.0,2.0,3.0,2.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,6.0,8.0,mix,2.0,resolutely masculine,7.0
4,3,2,2,2,2,3,5dc5da21d999de45a504651b,2-m3SEGs0kM,43,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,4.0,3.0,4.0,4.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,No,2.0,2.0,mix,3.5,neither nor,2.0
4,1,1,2,4,2,3,5dc5da21d999de45a504651b,cYszuGaptkk,43,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,4.0,3.0,4.0,4.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,No,2.0,2.0,mix,3.5,neither nor,2.0
5,1,3,4,3,1,1,5dc5da21d999de45a504651b,VIqv8YRVDuY,43,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,4.0,3.0,4.0,4.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,No,2.0,2.0,fem,3.5,neither nor,2.0
1,1,1,1,4,3,4,5dc5da21d999de45a504651b,Zl-50U1tsBM,43,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,4.0,3.0,4.0,4.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,No,2.0,2.0,masc,3.5,neither nor,2.0
6,5,5,4,3,1,2,5ebac054d63dde03790ceef8,VIqv8YRVDuY,30,United Kingdom,United Kingdom,"London, England ",Full-Time,English,No,United Kingdom,Female,No,7.0,7.0,7.0,7.0,7.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,fem,7.0,resolutely feminine,7.0
5,3,1,2,3,1,3,5e78c4ae5a7a1e0009d1ac58,cYszuGaptkk,30,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Full-Time,English,No,United Kingdom,Male,No,4.0,3.0,3.0,4.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,Yes,5.0,6.0,mix,3.333333333333333,neither nor,5.5
2,1,1,1,3,3,1,610e47e32fee3f67f185cb37,2-m3SEGs0kM,33,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,No,5.0,5.0,4.0,4.0,4.0,4.0,Female,Woman,,Heterosexual (straight),,White,Yes,5.0,8.0,mix,4.333333333333333,neither nor,6.5
3,2,1,1,7,2,1,610e47e32fee3f67f185cb37,Zl-50U1tsBM,33,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,No,5.0,5.0,4.0,4.0,4.0,4.0,Female,Woman,,Heterosexual (straight),,White,Yes,5.0,8.0,masc,4.333333333333333,neither nor,6.5
1,1,1,1,4,3,1,610e47e32fee3f67f185cb37,HO-GyyhtDnA,33,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,No,5.0,5.0,4.0,4.0,4.0,4.0,Female,Woman,,Heterosexual (straight),,White,Yes,5.0,8.0,masc,4.333333333333333,neither nor,6.5
6,3,6,1,5,1,5,5cbee08db4b8d300019a4227,cYszuGaptkk,54,United Kingdom,United Kingdom,Scotland,Full-Time,English,No,United Kingdom,Female,No,5.0,4.0,4.0,5.0,5.0,5.0,Female,Woman,,Bisexual,,White,No,3.0,5.0,mix,4.666666666666667,resolutely feminine,4.0
5,5,3,5,4,1,2,5cbee08db4b8d300019a4227,VIqv8YRVDuY,54,United Kingdom,United Kingdom,Scotland,Full-Time,English,No,United Kingdom,Female,No,5.0,4.0,4.0,5.0,5.0,5.0,Female,Woman,,Bisexual,,White,No,3.0,5.0,fem,4.666666666666667,resolutely feminine,4.0
1,1,1,1,3,6,3,5dc014ce64064045a688e3c8,Zl-50U1tsBM,66,Germany,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,6.0,6.0,6.0,6.0,6.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,masc,6.0,resolutely feminine,7.0
2,1,1,3,3,1,1,5dc014ce64064045a688e3c8,VIqv8YRVDuY,66,Germany,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,6.0,6.0,6.0,6.0,6.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,fem,6.0,resolutely feminine,7.0
4,1,4,1,5,2,4,611d3570f180b1adea26816b,HO-GyyhtDnA,24,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,2.0,2.0,2.0,2.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,5.0,5.0,masc,2.0,resolutely masculine,5.0
5,4,6,6,4,1,4,5eb3d22ffa15221c2e0117c5,VIqv8YRVDuY,20,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,English,No,United Kingdom,Male,No,1.0,1.0,1.0,1.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,4.0,3.0,fem,1.0,resolutely masculine,3.5
2,2,2,2,5,5,2,5ee7c48852b956087468ad8b,Zl-50U1tsBM,37,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Male,No,3.0,3.0,3.0,4.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,8.0,7.0,masc,3.0,neither nor,7.5
3,2,1,1,6,6,5,5ebac054d63dde03790ceef8,Zl-50U1tsBM,30,United Kingdom,United Kingdom,"London, England ",Full-Time,English,No,United Kingdom,Female,No,7.0,7.0,7.0,7.0,7.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,masc,7.0,resolutely feminine,7.0
6,7,4,3,3,1,2,5ebac054d63dde03790ceef8,pdzliNhlqWI,30,United Kingdom,United Kingdom,"London, England ",Full-Time,English,No,United Kingdom,Female,No,7.0,7.0,7.0,7.0,7.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,fem,7.0,resolutely feminine,7.0
4,2,1,1,4,7,4,5ebac054d63dde03790ceef8,HO-GyyhtDnA,30,United Kingdom,United Kingdom,"London, England ",Full-Time,English,No,United Kingdom,Female,No,7.0,7.0,7.0,7.0,7.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,masc,7.0,resolutely feminine,7.0
4,2,4,1,6,4,3,5f0749f67f6e1a31b1a0b918,Zl-50U1tsBM,21,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,English,No,United Kingdom,Male,DATA EXPIRED,3.0,3.0,2.0,4.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,7.0,7.0,masc,2.833333333333333,neither nor,7.0
2,2,3,1,6,5,2,5f0749f67f6e1a31b1a0b918,HO-GyyhtDnA,21,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,English,No,United Kingdom,Male,DATA EXPIRED,3.0,3.0,2.0,4.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,7.0,7.0,masc,2.833333333333333,neither nor,7.0
5,3,4,2,5,2,4,5f0749f67f6e1a31b1a0b918,cYszuGaptkk,21,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,English,No,United Kingdom,Male,DATA EXPIRED,3.0,3.0,2.0,4.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,7.0,7.0,mix,2.833333333333333,neither nor,7.0
3,1,3,3,4,1,1,5f0749f67f6e1a31b1a0b918,pdzliNhlqWI,21,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,English,No,United Kingdom,Male,DATA EXPIRED,3.0,3.0,2.0,4.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,7.0,7.0,fem,2.833333333333333,neither nor,7.0
5,4,3,4,5,1,1,5f0749f67f6e1a31b1a0b918,2-m3SEGs0kM,21,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,English,No,United Kingdom,Male,DATA EXPIRED,3.0,3.0,2.0,4.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,7.0,7.0,mix,2.833333333333333,neither nor,7.0
4,2,4,4,4,1,1,5f0749f67f6e1a31b1a0b918,VIqv8YRVDuY,21,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,English,No,United Kingdom,Male,DATA EXPIRED,3.0,3.0,2.0,4.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,7.0,7.0,fem,2.833333333333333,neither nor,7.0
4,1,7,3,3,1,3,5e78c4ae5a7a1e0009d1ac58,VIqv8YRVDuY,30,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Full-Time,English,No,United Kingdom,Male,No,4.0,3.0,3.0,4.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,Yes,5.0,6.0,fem,3.333333333333333,neither nor,5.5
3,1,2,3,2,1,1,5a102e9dfdf6fc0001279561,pdzliNhlqWI,37,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,3.0,2.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,4.0,3.0,fem,1.5,resolutely masculine,3.5
3,1,1,2,3,1,1,5a102e9dfdf6fc0001279561,cYszuGaptkk,37,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,3.0,2.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,4.0,3.0,mix,1.5,resolutely masculine,3.5
7,5,7,5,2,1,1,610e47e32fee3f67f185cb37,VIqv8YRVDuY,33,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,No,5.0,5.0,4.0,4.0,4.0,4.0,Female,Woman,,Heterosexual (straight),,White,Yes,5.0,8.0,fem,4.333333333333333,neither nor,6.5
7,4,7,5,4,1,1,610e47e32fee3f67f185cb37,pdzliNhlqWI,33,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,No,5.0,5.0,4.0,4.0,4.0,4.0,Female,Woman,,Heterosexual (straight),,White,Yes,5.0,8.0,fem,4.333333333333333,neither nor,6.5
3,2,3,3,2,1,1,5dc014ce64064045a688e3c8,pdzliNhlqWI,66,Germany,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,6.0,6.0,6.0,6.0,6.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,fem,6.0,resolutely feminine,7.0
3,1,7,3,2,1,2,5f0ebcdf13efbf091b37c4b4,pdzliNhlqWI,29,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Unemployed (and job seeking),English,No,United Kingdom,Female,No,7.0,7.0,7.0,7.0,5.0,7.0,Female,Woman,,Heterosexual (straight),,White,Yes,7.0,6.0,fem,6.666666666666667,resolutely feminine,6.5
5,2,1,1,6,2,1,5ea7e6404920c71db37018f8,HO-GyyhtDnA,43,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,2.0,2.0,2.0,2.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,Yes,5.0,3.0,masc,1.8333333333333333,resolutely masculine,4.0
6,4,7,4,5,1,3,5f0ebcdf13efbf091b37c4b4,VIqv8YRVDuY,29,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Unemployed (and job seeking),English,No,United Kingdom,Female,No,7.0,7.0,7.0,7.0,5.0,7.0,Female,Woman,,Heterosexual (straight),,White,Yes,7.0,6.0,fem,6.666666666666667,resolutely feminine,6.5
4,3,1,1,6,4,3,5f0ebcdf13efbf091b37c4b4,Zl-50U1tsBM,29,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Unemployed (and job seeking),English,No,United Kingdom,Female,No,7.0,7.0,7.0,7.0,5.0,7.0,Female,Woman,,Heterosexual (straight),,White,Yes,7.0,6.0,masc,6.666666666666667,resolutely feminine,6.5
3,1,1,1,2,1,1,5f0ebcdf13efbf091b37c4b4,cYszuGaptkk,29,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Unemployed (and job seeking),English,No,United Kingdom,Female,No,7.0,7.0,7.0,7.0,5.0,7.0,Female,Woman,,Heterosexual (straight),,White,Yes,7.0,6.0,mix,6.666666666666667,resolutely feminine,6.5
3,4,1,1,2,1,1,5f0ebcdf13efbf091b37c4b4,2-m3SEGs0kM,29,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Unemployed (and job seeking),English,No,United Kingdom,Female,No,7.0,7.0,7.0,7.0,5.0,7.0,Female,Woman,,Heterosexual (straight),,White,Yes,7.0,6.0,mix,6.666666666666667,resolutely feminine,6.5
7,6,1,2,2,1,1,5ea7e6404920c71db37018f8,2-m3SEGs0kM,43,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,2.0,2.0,2.0,2.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,Yes,5.0,3.0,mix,1.8333333333333333,resolutely masculine,4.0
6,2,1,1,3,1,1,5ea7e6404920c71db37018f8,cYszuGaptkk,43,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,2.0,2.0,2.0,2.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,Yes,5.0,3.0,mix,1.8333333333333333,resolutely masculine,4.0
5,1,1,6,7,2,2,5ea7e6404920c71db37018f8,Zl-50U1tsBM,43,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,2.0,2.0,2.0,2.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,Yes,5.0,3.0,masc,1.8333333333333333,resolutely masculine,4.0
1,1,1,1,6,5,6,615f4485ee8fcad69ef8d38b,Zl-50U1tsBM,38,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,No,3.0,3.0,2.0,2.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,6.0,masc,2.333333333333333,resolutely masculine,6.0
3,3,2,2,3,1,2,60d1c82e42c14a1bfe66293c,pdzliNhlqWI,31,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,5.0,5.0,4.0,4.0,4.0,5.0,Female,Woman,,Heterosexual (straight),,White,Yes,6.0,4.0,fem,4.5,neither nor,5.0
2,3,1,1,1,5,3,615f4485ee8fcad69ef8d38b,HO-GyyhtDnA,38,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,No,3.0,3.0,2.0,2.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,6.0,masc,2.333333333333333,resolutely masculine,6.0
3,3,2,2,3,1,2,60d1c82e42c14a1bfe66293c,VIqv8YRVDuY,31,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,5.0,5.0,4.0,4.0,4.0,5.0,Female,Woman,,Heterosexual (straight),,White,Yes,6.0,4.0,fem,4.5,neither nor,5.0
4,4,1,1,6,4,1,5f0ebcdf13efbf091b37c4b4,HO-GyyhtDnA,29,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Unemployed (and job seeking),English,No,United Kingdom,Female,No,7.0,7.0,7.0,7.0,5.0,7.0,Female,Woman,,Heterosexual (straight),,White,Yes,7.0,6.0,masc,6.666666666666667,resolutely feminine,6.5
7,3,3,3,3,1,1,5ea7e6404920c71db37018f8,pdzliNhlqWI,43,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,2.0,2.0,2.0,2.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,Yes,5.0,3.0,fem,1.8333333333333333,resolutely masculine,4.0
7,2,3,2,2,1,1,5ea7e6404920c71db37018f8,VIqv8YRVDuY,43,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,2.0,2.0,2.0,2.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,Yes,5.0,3.0,fem,1.8333333333333333,resolutely masculine,4.0
7,7,1,1,3,2,1,615f4485ee8fcad69ef8d38b,2-m3SEGs0kM,38,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,No,3.0,3.0,2.0,2.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,6.0,mix,2.333333333333333,resolutely masculine,6.0
3,3,1,1,3,1,2,60d1c82e42c14a1bfe66293c,Zl-50U1tsBM,31,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,5.0,5.0,4.0,4.0,4.0,5.0,Female,Woman,,Heterosexual (straight),,White,Yes,6.0,4.0,masc,4.5,neither nor,5.0
1,1,1,1,6,5,6,615f4485ee8fcad69ef8d38b,pdzliNhlqWI,38,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,No,3.0,3.0,2.0,2.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,6.0,fem,2.333333333333333,resolutely masculine,6.0
7,2,7,5,2,1,1,56235e19ed6e5a0011c80a7b,pdzliNhlqWI,40,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Female,No,7.0,7.0,7.0,7.0,7.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,5.0,fem,7.0,resolutely feminine,5.0
7,2,6,6,1,1,1,56235e19ed6e5a0011c80a7b,VIqv8YRVDuY,40,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Female,No,7.0,7.0,7.0,7.0,7.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,5.0,fem,7.0,resolutely feminine,5.0
3,3,1,2,3,1,2,60d1c82e42c14a1bfe66293c,cYszuGaptkk,31,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,5.0,5.0,4.0,4.0,4.0,5.0,Female,Woman,,Heterosexual (straight),,White,Yes,6.0,4.0,mix,4.5,neither nor,5.0
4,4,4,3,3,3,3,5eede63f737c352242d67b5b,cYszuGaptkk,36,United Kingdom,United Kingdom,Wales,Full-Time,English,No,United Kingdom,Male,No,4.0,4.0,4.0,4.0,3.0,3.0,Male,Man,,Bisexual,,White,Yes,4.0,3.0,mix,3.6666666666666665,neither nor,3.5
3,2,1,1,4,3,1,56235e19ed6e5a0011c80a7b,HO-GyyhtDnA,40,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Female,No,7.0,7.0,7.0,7.0,7.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,5.0,masc,7.0,resolutely feminine,5.0
3,4,2,2,3,1,2,60d1c82e42c14a1bfe66293c,2-m3SEGs0kM,31,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,5.0,5.0,4.0,4.0,4.0,5.0,Female,Woman,,Heterosexual (straight),,White,Yes,6.0,4.0,mix,4.5,neither nor,5.0
6,3,4,4,3,1,3,615f4485ee8fcad69ef8d38b,VIqv8YRVDuY,38,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,No,3.0,3.0,2.0,2.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,6.0,fem,2.333333333333333,resolutely masculine,6.0
5,5,1,2,4,1,2,615f4485ee8fcad69ef8d38b,cYszuGaptkk,38,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,No,3.0,3.0,2.0,2.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,6.0,mix,2.333333333333333,resolutely masculine,6.0
