Electric_Acoustic,Distorted_Clear,Many_FewInstruments,Loud_Soft,Heavy_Light,High pitch_Low pitch,Wide_Narrow_pitch_variation,Punchy_Smooth,Harmonious_Disharmonious,Clear_NoMelody,Repetitive_NonRepetitive,Complex_SimpleRhythm,Fast_SlowTempo,Dense_Sparse,Strong_WeakBeat,prolific_id,stimulus_id,age,Country of Birth,Current Country of Residence,Current UK area of residence,Employment Status,Experience with musical instruments,First Language,Hearing difficulties,Nationality,Sex,Student Status,target
2,3,3,3,3,5,3,2,2,2,3,6,3,3,3,5d9f5cae4d62c40010ae40e6,cYszuGaptkk,22,United Kingdom,United Kingdom,Wales,Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,mix
3,5,5,5,5,4,2,3,2,2,3,6,5,3,3,5d9f5cae4d62c40010ae40e6,pdzliNhlqWI,22,United Kingdom,United Kingdom,Wales,Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,fem
2,6,3,5,5,3,2,2,2,2,3,6,3,3,3,5d9f5cae4d62c40010ae40e6,VIqv8YRVDuY,22,United Kingdom,United Kingdom,Wales,Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,fem
3,6,5,3,6,5,5,3,3,4,2,6,3,6,3,5e4eb1de8e6da203e5b070ca,pdzliNhlqWI,59,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
6,6,6,5,7,6,5,5,3,3,3,5,3,7,3,5e4eb1de8e6da203e5b070ca,2-m3SEGs0kM,59,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
6,6,6,6,6,3,3,5,3,2,5,5,3,3,5,611f3c7e6f8cb73ad45c7af4,VIqv8YRVDuY,25,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Unemployed (and job seeking),Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
3,3,5,6,2,5,5,2,4,6,3,3,4,3,6,5e4eb1de8e6da203e5b070ca,HO-GyyhtDnA,59,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
5,6,2,5,6,2,6,3,2,3,5,3,4,3,6,5e4eb1de8e6da203e5b070ca,VIqv8YRVDuY,59,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
2,3,5,3,3,5,6,3,3,3,5,4,2,2,3,5e4eb1de8e6da203e5b070ca,Zl-50U1tsBM,59,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
1,6,3,1,1,3,1,2,6,6,5,3,2,1,5,5c73a9d92dfbdb0001b95375,HO-GyyhtDnA,61,United Kingdom,United Kingdom,Scotland,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
2,6,6,6,6,6,6,4,4,4,4,4,2,6,6,5ee91869ec57d2169fca4494,2-m3SEGs0kM,48,Vietnam,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
2,6,3,3,3,5,5,2,3,2,3,2,3,2,2,5f47d8f1e974b12169221876,Zl-50U1tsBM,30,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
3,3,2,5,2,6,6,2,5,5,3,5,3,2,2,5f47d8f1e974b12169221876,HO-GyyhtDnA,30,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
7,6,6,7,7,3,3,2,3,3,3,5,3,4,5,5c73a9d92dfbdb0001b95375,VIqv8YRVDuY,61,United Kingdom,United Kingdom,Scotland,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
5,5,5,6,6,4,3,5,5,5,4,3,3,3,5,5e4eb1de8e6da203e5b070ca,cYszuGaptkk,59,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
2,7,6,7,7,1,3,3,3,3,3,3,3,6,6,5ee91869ec57d2169fca4494,pdzliNhlqWI,48,Vietnam,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
7,7,7,7,7,3,6,3,2,1,1,7,2,4,2,5c73a9d92dfbdb0001b95375,2-m3SEGs0kM,61,United Kingdom,United Kingdom,Scotland,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
5,3,5,3,3,3,5,2,5,3,2,6,3,5,2,5f47d8f1e974b12169221876,pdzliNhlqWI,30,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
6,5,5,5,6,3,5,2,3,3,1,6,3,6,3,5f47d8f1e974b12169221876,2-m3SEGs0kM,30,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
1,2,6,1,1,3,3,2,6,6,2,6,2,1,2,5c73a9d92dfbdb0001b95375,cYszuGaptkk,61,United Kingdom,United Kingdom,Scotland,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
1,4,5,4,3,5,4,1,5,5,3,3,1,5,3,5ee91869ec57d2169fca4494,Zl-50U1tsBM,48,Vietnam,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
3,3,5,5,5,3,5,2,6,3,2,6,3,5,3,5f47d8f1e974b12169221876,VIqv8YRVDuY,30,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
3,6,3,4,6,4,4,3,5,4,4,3,3,3,3,5c4207e8f35ed30001a737d7,VIqv8YRVDuY,55,United Kingdom,United Kingdom,Scotland,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
3,2,2,6,3,6,6,3,3,5,5,6,3,3,3,5f47d8f1e974b12169221876,cYszuGaptkk,30,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
2,7,4,5,6,4,5,2,3,3,4,5,4,5,3,5c4207e8f35ed30001a737d7,pdzliNhlqWI,55,United Kingdom,United Kingdom,Scotland,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
1,7,5,5,7,1,2,2,4,2,3,3,3,6,5,5ee91869ec57d2169fca4494,VIqv8YRVDuY,48,Vietnam,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
2,4,3,4,4,6,4,3,6,6,4,3,3,2,3,5c4207e8f35ed30001a737d7,Zl-50U1tsBM,55,United Kingdom,United Kingdom,Scotland,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
1,3,3,3,5,2,3,3,5,4,4,4,2,6,6,5ee91869ec57d2169fca4494,cYszuGaptkk,48,Vietnam,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
4,3,3,2,4,4,4,2,3,5,3,6,2,3,2,5ce2cadbed552600199dc85c,cYszuGaptkk,43,United Kingdom,United Kingdom,"London, England ",Unemployed (and job seeking),Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
2,2,5,5,3,5,4,3,5,4,3,5,3,3,3,5e5556c0677c1055083ae16f,cYszuGaptkk,33,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
5,6,6,6,6,3,5,5,3,3,2,6,5,5,4,5e5556c0677c1055083ae16f,2-m3SEGs0kM,33,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
1,5,7,5,3,6,7,4,5,6,2,6,4,3,7,6229ed79f7a1e9108676da48,HO-GyyhtDnA,52,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
1,5,7,4,5,5,7,4,4,6,1,7,4,6,7,6229ed79f7a1e9108676da48,cYszuGaptkk,52,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
2,3,4,3,2,3,5,1,4,6,2,4,2,3,2,5c4592d7f608210001a4b0a8,Zl-50U1tsBM,50,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 3-4 years.,English,No,United Kingdom,Female,No,masc
1,2,4,1,1,2,6,2,4,6,2,5,3,3,2,5c4592d7f608210001a4b0a8,HO-GyyhtDnA,50,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 3-4 years.,English,No,United Kingdom,Female,No,masc
3,3,5,4,4,3,3,4,5,5,3,4,3,4,5,5c46c60f5aca820001f7d05d,VIqv8YRVDuY,44,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
3,7,6,4,5,4,4,3,6,6,4,5,3,4,4,5c4207e8f35ed30001a737d7,2-m3SEGs0kM,55,United Kingdom,United Kingdom,Scotland,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
3,3,6,1,2,6,4,4,7,7,4,5,4,3,3,5c4207e8f35ed30001a737d7,HO-GyyhtDnA,55,United Kingdom,United Kingdom,Scotland,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
3,6,6,6,6,3,3,5,3,3,2,5,5,5,3,5e5556c0677c1055083ae16f,VIqv8YRVDuY,33,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
1,3,7,4,2,6,7,3,5,5,4,7,4,2,3,6229ed79f7a1e9108676da48,Zl-50U1tsBM,52,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
4,4,7,4,6,6,5,3,4,5,3,6,3,6,3,611bdc0a559f692248bf1c54,cYszuGaptkk,34,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
3,5,4,3,3,4,4,3,5,5,2,4,3,4,1,5c46c60f5aca820001f7d05d,pdzliNhlqWI,44,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
1,3,6,2,2,5,3,2,3,2,3,5,3,3,5,5f005223a990f702918306fe,HO-GyyhtDnA,34,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
6,6,6,7,7,4,5,3,2,2,3,4,3,5,6,61362316891827226628509d,VIqv8YRVDuY,56,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
6,6,5,6,6,2,6,5,2,2,4,6,3,5,4,611bdc0a559f692248bf1c54,VIqv8YRVDuY,34,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
7,7,7,7,7,6,5,7,2,1,1,6,1,6,6,61362316891827226628509d,2-m3SEGs0kM,56,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
4,4,5,4,5,3,4,4,6,7,4,5,3,2,4,5c4207e8f35ed30001a737d7,cYszuGaptkk,55,United Kingdom,United Kingdom,Scotland,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
3,5,4,2,3,5,5,2,3,6,3,5,3,3,2,5ce2cadbed552600199dc85c,Zl-50U1tsBM,43,United Kingdom,United Kingdom,"London, England ",Unemployed (and job seeking),Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
2,5,5,6,6,3,5,4,3,3,1,5,5,5,5,5e5556c0677c1055083ae16f,pdzliNhlqWI,33,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
6,6,6,5,6,4,4,3,2,2,3,7,4,5,3,5ce2cadbed552600199dc85c,pdzliNhlqWI,43,United Kingdom,United Kingdom,"London, England ",Unemployed (and job seeking),Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
2,2,3,2,3,5,4,3,4,6,3,6,5,3,3,5ce2cadbed552600199dc85c,HO-GyyhtDnA,43,United Kingdom,United Kingdom,"London, England ",Unemployed (and job seeking),Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
7,7,6,6,6,2,3,5,2,2,2,6,4,6,4,5ce2cadbed552600199dc85c,2-m3SEGs0kM,43,United Kingdom,United Kingdom,"London, England ",Unemployed (and job seeking),Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
5,7,7,4,5,3,4,2,1,1,1,7,4,3,1,6229ed79f7a1e9108676da48,pdzliNhlqWI,52,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
3,5,5,3,3,4,4,3,5,3,2,4,4,4,5,5c46c60f5aca820001f7d05d,HO-GyyhtDnA,44,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
3,3,3,6,6,3,5,5,3,6,4,6,6,6,6,597f88ce7b7b850001fa4f3d,cYszuGaptkk,68,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
5,5,5,4,5,3,4,4,5,3,2,4,4,4,3,5c46c60f5aca820001f7d05d,2-m3SEGs0kM,44,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
2,7,6,5,5,2,3,3,1,1,5,3,5,3,2,597f88ce7b7b850001fa4f3d,pdzliNhlqWI,68,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
3,6,6,4,4,4,5,4,5,5,3,5,3,4,3,5c4592d7f608210001a4b0a8,cYszuGaptkk,50,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 3-4 years.,English,No,United Kingdom,Female,No,mix
2,5,3,5,3,3,6,3,3,3,3,6,3,3,4,5f005223a990f702918306fe,cYszuGaptkk,34,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
5,6,5,3,5,5,6,3,2,3,2,6,3,4,2,611bdc0a559f692248bf1c54,pdzliNhlqWI,34,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
6,6,4,4,5,4,3,3,2,5,4,3,3,5,2,5ce2cadbed552600199dc85c,VIqv8YRVDuY,43,United Kingdom,United Kingdom,"London, England ",Unemployed (and job seeking),Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
3,5,3,3,3,6,3,2,7,7,6,6,2,2,3,5ee91869ec57d2169fca4494,HO-GyyhtDnA,48,Vietnam,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
2,3,6,4,3,5,4,3,5,5,3,6,3,3,3,5e5556c0677c1055083ae16f,HO-GyyhtDnA,33,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
6,6,3,3,5,5,3,3,2,2,5,3,3,3,3,5e5556c0677c1055083ae16f,Zl-50U1tsBM,33,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
1,5,7,3,6,3,3,4,5,5,2,3,4,5,6,6229ed79f7a1e9108676da48,VIqv8YRVDuY,52,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
1,6,7,4,6,4,7,4,1,1,1,7,3,5,1,6229ed79f7a1e9108676da48,2-m3SEGs0kM,52,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,597f88ce7b7b850001fa4f3d,HO-GyyhtDnA,68,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
2,6,6,3,6,3,5,4,3,4,2,5,4,4,3,5c4592d7f608210001a4b0a8,VIqv8YRVDuY,50,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 3-4 years.,English,No,United Kingdom,Female,No,fem
2,7,6,2,6,5,5,2,5,5,2,5,3,4,3,5c4592d7f608210001a4b0a8,pdzliNhlqWI,50,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 3-4 years.,English,No,United Kingdom,Female,No,fem
7,7,7,6,7,4,6,6,5,3,3,4,3,4,4,5c4592d7f608210001a4b0a8,2-m3SEGs0kM,50,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 3-4 years.,English,No,United Kingdom,Female,No,mix
3,4,5,3,3,4,4,3,5,5,4,3,3,4,3,5c46c60f5aca820001f7d05d,Zl-50U1tsBM,44,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
2,6,3,2,7,2,5,3,2,3,3,5,3,5,5,5f005223a990f702918306fe,VIqv8YRVDuY,34,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
3,5,4,4,4,4,4,4,5,5,3,4,4,4,3,5c46c60f5aca820001f7d05d,cYszuGaptkk,44,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
3,5,3,5,3,5,3,2,2,3,2,3,3,3,5,597f88ce7b7b850001fa4f3d,Zl-50U1tsBM,68,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
6,5,5,7,7,6,6,7,1,1,1,6,2,6,7,61362316891827226628509d,pdzliNhlqWI,56,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
5,6,6,6,6,5,3,5,3,3,2,6,4,6,3,5f58970c75be84000bd26e43,2-m3SEGs0kM,30,United Kingdom,United Kingdom,"London, England ",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
4,3,2,2,2,6,3,2,2,3,6,3,2,2,3,5f58970c75be84000bd26e43,Zl-50U1tsBM,30,United Kingdom,United Kingdom,"London, England ",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
4,3,2,2,3,4,3,2,2,5,6,3,3,4,5,5f58970c75be84000bd26e43,cYszuGaptkk,30,United Kingdom,United Kingdom,"London, England ",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
3,6,3,2,3,3,3,2,2,3,3,3,4,5,2,5f58970c75be84000bd26e43,pdzliNhlqWI,30,United Kingdom,United Kingdom,"London, England ",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
7,7,7,7,7,1,4,7,1,4,4,4,4,4,4,6156fe57a77ed18bda735726,pdzliNhlqWI,51,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
5,4,2,4,3,4,1,3,2,3,3,1,3,3,2,5c8d4db8c6eef00001bd2510,VIqv8YRVDuY,43,United Kingdom,United Kingdom,Wales,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
2,3,2,5,2,5,6,3,4,6,2,2,3,1,6,5c8d4db8c6eef00001bd2510,HO-GyyhtDnA,43,United Kingdom,United Kingdom,Wales,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
3,4,3,3,3,2,3,3,4,5,4,4,3,3,3,5cec2831539ced0017fbc5f4,VIqv8YRVDuY,51,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
6,6,5,6,7,2,4,5,2,2,2,6,4,3,4,5ee9e46e9087b300082d46cd,2-m3SEGs0kM,30,United Kingdom,United Kingdom,"London, England ",Part-Time,Yes. For 3-4 years.,English,No,United Kingdom,Male,No,mix
2,6,3,3,7,1,6,2,2,1,1,5,2,3,2,5f005223a990f702918306fe,2-m3SEGs0kM,34,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
6,6,7,6,6,6,5,3,2,3,2,6,3,6,3,611bdc0a559f692248bf1c54,2-m3SEGs0kM,34,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
6,6,5,6,6,3,5,5,2,3,5,3,5,5,6,597f88ce7b7b850001fa4f3d,VIqv8YRVDuY,68,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
5,3,6,5,6,3,3,2,3,6,6,3,3,5,5,5f58970c75be84000bd26e43,VIqv8YRVDuY,30,United Kingdom,United Kingdom,"London, England ",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6156fe57a77ed18bda735726,cYszuGaptkk,51,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
3,3,3,3,3,5,4,4,3,3,4,4,4,4,4,6156fe57a77ed18bda735726,Zl-50U1tsBM,51,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
3,3,3,3,2,5,5,3,5,4,3,4,3,3,4,58f4a7947b2e410001c2edde,Zl-50U1tsBM,63,United Kingdom,United Kingdom,Wales,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
3,5,5,5,6,3,5,3,3,3,2,4,3,5,4,58f4a7947b2e410001c2edde,pdzliNhlqWI,63,United Kingdom,United Kingdom,Wales,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
6,6,2,6,3,5,6,2,3,5,2,2,3,1,5,5c8d4db8c6eef00001bd2510,cYszuGaptkk,43,United Kingdom,United Kingdom,Wales,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
4,6,5,5,6,3,4,3,3,3,3,5,3,4,3,58f4a7947b2e410001c2edde,2-m3SEGs0kM,63,United Kingdom,United Kingdom,Wales,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
