stimulus_id,all_genders,voice_type,voice_age,voice_gender,voice_exagg,title,description,upload_date,download
vdWc1qLStAs,Mixed,BOTH spoken and sung,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - Remote Control Robo Fish,,20140612,True
DOO0-chRLHY,Boys/men,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Meccano 25 Model SuperCar Set - Smyths Toys,"One Supercar. 25 possibilities. Meccano’s model car kit gives curious young minds total freedom to build a Supercar 25 different ways! With awesome features like a variable speed motor and LED light piping, the Supercar is as fun to make as it is to take out for a spin.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/meccano/meccano-25-model-supercar-set/p/167848

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/meccano/c/SM06010242

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20201019,True
a1F2Vm6lVNU,Mixed,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Smyths Toys Moshi Monster App Monster,"Download your free app, insert your iphone or ipod touch and bring your monster to life!",20121018,True
sP6RnFMqDnI,Girls/women,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Rainbow Science - Smyths Toys,"Have lots of fun being a scientist. With 5 exciting experiments to discover and explore a world of magical rainbow colours.

Buy online: https://www.smythstoys.com/uk/en-gb/toys/science-tech-art-engineering-math-steam/technology/rainbow-science/p/167526

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190702,True
rBnSfDaDVQI,Boys/men,Spoken,BOTH children and adults,Masculine,"No, all voices are normal-sounding",Smyths Toys - K’NEX K Force Flash Fire Motorised Blaster,"Now you can blast darts faster than ever! Build your blaster, load the clip with up to 10 darts, and the new motorized rapid fire chamber will fire darts as fast as you can pull the trigger! This set comes complete with one motorized rapid fire chamber, a 10 dart clip, 10 foam darts, one quick fit grip and downloadable instructions for six additional custom blasters and targets.

Buy online http://www.smythstoys.com/uk/en-gb/toys/construction-cars/c-407/k-nex/p-19051/k-nex-k-force-flash-fire-motorised-blaster/

Shop our range at http://www.smythstoys.com/uk/en-gb/toys/construction-cars/c-407/k-nex/",20161018,True
GGlOzSB1R-w,Boys/men,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Lazer X Morph Double Pack - Smyths Toys,"This set contains 2 Blasters which morph into Gaming Pods with 3 built-in games to test your speed and skill any time of day or night.
Buy online at https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/other-action-figures-and-playsets/lazer-x-morph-double-pack/p/176668

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190827,True
Tv-pC4g9Tp8,Boys/men,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Ricky Zoom Ricky's House Playset - Smyths Toys,"Bring Wheelford home to your favourite Ricky Zoom fan with this action packed playset! Ricky’s home is at the heart of the show, and this playset features plenty of fun to spark creative play. There are multiple ramps for the toy motorcycles to roll down, a tyre check station, and a lift to get from floor to floor.

Buy online now at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/ricky-zoom/ricky-zoom-ricky-s-house-playset/p/190494

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/ricky-zoom/c/SM06010308

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200916,True
sbqlihZzH1w,Girls/women,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",So Glow DIY- Smyths Toys,"Create and customise your own Light-Up Magic Jars with this So Glow DIY Magic Jar Mini Kit 3 Pack. Decorate your jar with stickers, mix the glitter and confetti with the special So Glow powder and then just add water! You can even add special collectable figure to your jar. Six colours 'Moods' Love, Chill, Dream, Cosmic, Happy and Harmony to collect. (Each sold separately)

Purchase product at Smyths Toys: https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/other-arts-and-creativity/so-glow-diy-magic-jar-mini-kit-3-pack/p/166275",20180808,True
26jBFBmrmr4,Boys/men,There are no voices,There are no voices,There are no voices,There are no voices,NERF Ultra One Motorised Blaster - Smyths Toys,"Experience Nerf Ultra blasters – the gold standard in Nerf dart blasting!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/blasters/nerf-rival/nerf-ultra-one-motorised-blaster/p/186116

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #NERFUltraOne #NERF",20200204,True
DWi19R_1ugo,Mixed,BOTH spoken and sung,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - Limbo Hop,"Limbo Hop is the active game that gets kids moving. Jump up, get down, and beat the sweeper. Get ready to move with Limbo Hop the fun, active game for kids. From jumping and bending to ducking and diving, Limbo Hop will have you working up a sweat and getting competitive as you challenge friends and family. A fun family game for kids and adults alike, Limbo Hop challenges you to limbo under or hop over the sweeper, flicking the score tabs as you go. The individual or team with the most score tabs at the end wins! Whether you’re on your own, going head-to-head with a friend, or playing as a group, Limbo Hop has three player modes for single, double or multi player fun for the most versatile game play.

Suitable for indoor and outdoor play
Jump up, get down, beat the sweeper, flick the score tabs and win the game!
Quick and easy to assemble
Has a built in scoring system
Packs away for easy storage
3 player modes, 1 player mode, 2 player mode and team play mode
Dimensions: 80L x 80W x 135H cm
Contents: A Limbo Hop
Batteries Not Required",20160302,True
EsoVjRdPCoU,Mixed,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Basic Fun Lite Brite Ultimate Classic - Smyths Toys,"Easy and fun for all ages, follow the pre-designed pattern or create your own bright & colourful masterpieces, to create beautiful pictures that glow!

Buy online at  https://www.smythstoys.com/ie/en-ie/toys/creativity-music-and-partyware/art-sets/basic-fun-lite-brite-ultimate-classic/p/187636

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200818,True
x1Vhqc54Sgs,Mixed,Spoken,Adults (including young adults),BOTH feminine and masculine voices,"No, all voices are normal-sounding",5 Second Rule - Smyths Toys,"Time’s not on your side, so just say what comes to mind and risk ridiculous answers slipping out as time twirls down on the unique twisted timer! It’s all in good fun with this fast-paced game where you have to just spit it out!
Buy online at https://www.smythstoys.com/uk/en-gb/toys/games-puzzles-and-books/board-games/family-board-games/5-second-rule/p/175178
📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190920,True
v_nZmNvP9J4,Girls/women,Spoken,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Oosh Cotton Candy Colourmix by ZURU - Smyths Toys,"Cotton Candy is a fun unique compound that stretches and fluffs like no other! The new Cotton Candy Colormix is more magical than ever! Just mix the two compounds in the pack & CREATE a completely new colour.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/slime/oosh-cotton-candy-colourmix-by-zuru-assortment/p/169074

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20201008,True
FqGfNOYo0co,Mixed,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Moon and Me - Smyths Toys,"In the Moon and Me series, Pepi Nana writes a letter to her friend Moon Baby and invites him to tea after everyone else has gone to sleep. He comes down from the moon and helps Pepi Nana awaken the other toys for another magical journey into Storyland. Now your little one can dream up their next adventure with these 5 lovable, colourful friends, including Pepi Nana, Moon Baby, Mr Onion, Sleepy Dibillo and Colly Wobble.

By online at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/moon-and-me/c/SM06010392

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190829,True
S6qGevXNPaw,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - Mike The Knight Deluxe Castle Playset and Deluxe Figures,,20130827,True
U8w09p6T8r4,Mixed,There are no voices,There are no voices,There are no voices,There are no voices,Play-Doh Tootie Unicorn Ice Cream Set- Smyths Toys,"Imagine a land of colorful dreams where unicorns poop Play-Doh ice cream!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/dough-and-clay/play-doh/play-doh-tootie-unicorn-ice-cream-set/p/176922

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190716,True
OdDQthpq2Xo,Girls/women,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Super Grafix,"Use the amazing patented optical viewer to copy a cartoon or any picture inserted in the picture easel. You can remove the picture easel to draw a landscape, still life or a friend.",20121026,True
14kqmlI3G80,Boys/men,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - Wave Racers,"Rev up your engine and get into the fast lane with Wave Racers! Activate your racer by waving your hand over the sensor. The faster you wave your hand, the faster your Wave Racers will go!  Wave Racers Skyloop Rally, Epic Challenge Speedy and the Smyth Toys exclusive Super Helix Speedway available at Smyths Toys Superstores online and in store.",20170822,True
tXrsSbHI0sQ,Girls/women,Sung,Children,Feminine,Yes a feminine voice is gender exaggerated,L.O.L. Surprise! Fuzzy Pets Assortment- Smyths Toys,"L.O.L. Surprise Fuzzy Pets got a fuzzy makeover! Unbox the updated shampoo bottle package to find 7 surprises! The shampoo bottle then becomes a bath to wash the fuzz off your pet to slowly reveal the animal underneath.

Buy online at https://www.smythstoys.com/uk/en-gb/collect-them-all-/l-o-l-surprise-/new-l-o-l-surprise-/l-o-l-surprise-fuzzy-pets-assortment/p/169591

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190311,True
Bt3xT0QvitI,There are no actors/presenters or you can never see their faces,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - Addict A Ball Game,"Addict A Ball Game the addictive 3D maze puzzle contains 100/138 numbered stages of spirals, drops, swinging arms, flips and slides. As you try to guide the ball through each stage, the Addict A Ball will challenge your dexterity, hand-eye coordination and patience. It is sure to provide you with hours of entertainment, exhilaration, frustration and elation until you finally complete it!",20160420,True
9cy0NymlDV0,Girls/women,Spoken,Children,Feminine,Yes a feminine voice is gender exaggerated,Barbie Noodle Maker Bar Playset with Doll - Smyths Toys,"Explore a world of noodle-making fun with the Barbie Noodle Maker Bar Playset!

Buy online at https://www.smythstoys.com/ie/en-ie/toys/fashion-and-dolls/barbie/barbie-noodle-maker-bar-playset-with-doll/p/184679

Browse our Barbie range at https://www.smythstoys.com/ie/en-ie/toys/fashion-and-dolls/barbie/c/SM06010403

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200420,True
k8oFPfgOkzI,Boys/men,There are no voices,There are no voices,There are no voices,There are no voices,NERF Elite Trilogy DS-15 N-Strike Blaster - Smyths Toys,"The Trilogy DS-15 toy blaster has ejecting shells to heat up your Nerf dart-blasting action! Unleash a triple-dart blast with this Nerf blaster that shoots 3 darts at once from each shell.

Shop yours here: https://www.smythstoys.com/toys/construction-and-cars/nerf/nerf-n-strike/nerf-elite-trilogy-ds-15-n-strike-blaster/p/174440

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #NERFElite #NERF",20190710,True
mo3JXjRkl54,Mixed,BOTH spoken and sung,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Golden Coin Maker - Smyths Toys,"Hours of choclatey fun with Golden Coin Maker. Make and personalise your own chocolate coins and medals. 20 messages to choose from. Chocolate not included.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/kitchens-and-household/golden-coin-maker/p/100579

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200731,True
ENjv1qKNS4A,Girls/women,BOTH spoken and sung,Adults (including young adults),Feminine,"No, all voices are normal-sounding",My Little Pony Glowing Hearts Princess Cadance - Smyths Toys,"Princess Cadance has always been a caring little princess, but now her heart truly shines with kindness. This amazing My Little Pony Princess Cadance figure has beautiful rainbow hair and tail you can style with the included comb, and decorations for her horn. The hearts on her shoulder and leg, really glow! You can unlock her character in the My Little Pony Friendship Celebration app when you scan her badge (device not included) and play as her character in the app. Virtual or not, you’ll have the kindest pony pal in the paddock with this beautiful My Little Pony Glowing Hearts Princess Cadance figure.

http://www.smythstoys.com/uk/en-gb/toys/fashion-dolls/c-505/my-little-pony/p-13384/my-little-pony-glowing-hearts-princess-cadance/",20150918,True
AJKBKR6MPO0,Mixed,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Smyths Toys -Colour Wonder Light up Stamper,"The Colour Wonder Light-Up Stamper delivers hours of creativity without any mess. Parents don't have to worry about clean up thanks to the special Mess-Free inks that only appear on Colour Wonder paper. Young artists will enjoy the way the Colour Wonder Light Up Stamper magically lights up in whatever colour they choose.

Buy online here: https://www.smythstoys.com/ie/en-ie/toys/creativity-music-and-partyware/crayola/colour-wonder-light-up-stamper/p/160671

See full range here: https://www.smythstoys.com/ie/en-ie/toys/creativity-music-and-partyware/crayola/c/SM06010504",20170801,True
FLJARDSdGLM,Mixed,Spoken,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Smyths Toys - My Friend Minnie and Mickey,,20160922,True
xW_3jja6hFQ,There are no actors/presenters or you can never see their faces,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Smyths Toys - XCOM 2,"Receive the Resistance Warrior Pack when you Pre-order XCOM 2 now!

XCOM 2 is the sequel to XCOM: Enemy Unknown, the 2012 award-winning strategy game of the year. Earth has changed and is now under alien rule. Facing impossible odds you must rebuild XCOM, and ignite a global resistance to reclaim our world and save humanity.

XCOM ON THE RUN: Take command of the Avenger, an alien supply craft converted to XCOM’s mobile headquarters. New open-ended gameplay lets you decide where to guide your strike team, how to grow popular support, and when to combat enemy counter-operations.
RECRUIT RESISTANCE FIGHTERS: Five soldier classes, each with its own skill tree, let you create specific soldiers for your tactical plan.
TACTICAL GUERRILLA COMBAT: New gameplay systems offer more tactical flexibility in combat. Use concealment to ambush enemy patrols. Loot enemies for precious gear and artefacts. Rescue VIPs and save fallen comrades by carrying them to the extraction point
A NEW BREED OF ENEMY: A diverse cast of enemies from powerful new alien species to the ADVENT, enforcers of the alien regime, offer a distinct tactical challenge.
RESEARCH, DEVELOP AND UPGRADE: Configure and build rooms on the Avenger to give XCOM new capabilities on the battlefield. Use your Scientists and Engineers to research, develop and upgrade weapons and armor to fit your preferred tactics.
EACH MISSION IS A UNIQUE CHALLENGE: Go on missions around the world, from wildlands to the heart of the alien-controlled megacities, to the depths of alien installations. There are virtually infinite combinations of maps, missions and goals.
ENGAGE IN HEAD-TO-HEAD MULTIPLAYER: Mix-and-match squads of humans and aliens and battle head-to-head on randomly-generated maps.

Click here to buy this on PS4 at Smyths Toys Superstores:
http://www.smythstoys.com/uk/en-gb/video-games-tablets/c-683/new-games-coming-soon/p-18518/xcom-2-ps4/

Click here to buy this on Xbox One at Smyths Toys Superstores:
http://www.smythstoys.com/uk/en-gb/video-games-tablets/c-683/new-games-coming-soon/p-18519/xcom-2-xbox-one/

Or click here to view the full range of Video Games:
http://www.smythstoys.com/uk/en-gb/page/o/video-games-tablets-shop/",20160608,True
8ZKSazAgj7Q,Boys/men,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Air Hogs Supernova - Smyths Toys,"Unleash the power of your hands with the Air Hogs Supernova! Only you can control this gravity-defying orb! Launch it, push it, spin it, using just your hands

– no remote control or touching needed! Equipped with an intelligent on-board system and motion-sensitive lights and sensors, the Air Hogs Supernova responds to your every movement. To activate, just toss to launch and Air Hogs Supernova will levitate mid-air, awaiting your command! Master 30 moves and 9 super tricks, ranging from simple to complex, and take control of your Air Hogs Supernova. Learn solo or pass back and forth with friends and see what amazing tricks you can pull off. Take on the Super Spin and send the Air Hogs Supernova spinning in a dizzying spiral, or try the Orbiter and make the Air Hogs Supernova fly circles around you! Engineered to handle the unexpected, Air Hogs Supernova is equipped with collision avoidance and stable flight technology – it’s ready for anything. With ultimate control, what will you do?

shop now
https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/other-radio-control/air-hogs-supernova/p/167713

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20180831,True
fzr246eEV-E,Mixed,Sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Smyths Toys - Tangle,"Tangles are a wonderful toy for children (and adults) to play with on trips in the car, on a plane or anytime! Tangles are a perfect way to relax. As it slips through your fingers and knots up in your hand, you can feel your body's tension release. You can play with Tangle wherever you are.

Subscribe to the Smyths Toys channel: https://goo.gl/rAosm1
Official Smyths Toys website:  https://www.smythstoys.com/",20171018,True
XF6lXzF4ltI,Boys/men,Spoken,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Smyths Toys - Paw Patrol Zoomer Marshall,"Marshall is an interactive pup who talks, moves on his own and responds to touch and movement. Play in 2 modes to carry out over 80 interactive missions and help Marshall save the day! Marshall is ready for a ruff-ruff rescue and comes complete with a transforming Pup Pack and spring-loaded water cannon launchers. Press his head to make him say over 150 different Marshall catchphrases and sounds.

Buy online at http://www.smythstoys.com/uk/en-gb/toys/pre-school-electronic-learning/c-837/paw-patrol/p-19078/paw-patrol-zoomer-marshall/

Shop our range at http://www.smythstoys.com/uk/en-gb/toys/pre-school-electronic-learning/c-837/paw-patrol/",20161019,True
CcVTEKOG13o,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",PJ Masks Playset- Smyths Toys,"The brave PJ Masks heroes are taking off into the night to defeat the
Nighttime Villains with these PJ Mask Sets! Each sold separately.

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200925,True
ptE7EHKWG50,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - Paint-Sation Paint On The Go,"Paint-Sation is a revolutionary paint range which offers a no spill, washable, portable paint solution for children. They can paint anytime, anywhere with these three different coloured paint pods (blue, yellow and red), and On-the-Go travel case which also includes 2 paint brushes and 10 sheets of paper to help your budding artist get creative. Using unique, gravity-defying technology, even when it's upside down, these Paint-Sation pods will not drip or spill! It's the perfect space saving paint which is ideal for transporting around. Each pod creates over 100 paintings and can be stacked together or placed securely into the On-the-Go travel case - there's even an extra space for one more paint pod. Paint-Sation - turning the world of paint upside down! Please note the lid does not stay up unaided

Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/painting/paint-sation-paint-on-the-go/p/160828

Paint-Sation Stackable Pods
Buy online at
https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/painting/paint-sation-stackable-pods/p/160827

Subscribe to the Smyths Toys Superstores YouTube channel: https://goo.gl/rAosm1

Official Smyths Toys Superstores website:  https://www.smythstoys.com/",20180220,True
AsBTxUxT8-I,Boys/men,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Stretch DC Action Figures - Smyths Toys,"The 18cm Stretch DC Superhero’s are here. Stretch him, pull him and tie him in knots. When you release your Stretchable DC action figure he uses his amazing stretch to slowly return to his normal shape. Have super stretchy fun! Assortment includes: Batman, Superman, Flash and The Joker (Each sold separately).

Buy online at: https://www.smythstoys.com/ie/en-ie/toys/action-figures-and-playsets/other-action-figures-and-playsets/mini-stretch-dc-action-figures-18cm/p/161126004

https://www.smythstoys.com/ie/en-ie/justice-league-movie-toys/18cm-justice-league-stretch-the-flash/p/161126003

https://www.smythstoys.com/ie/en-ie/justice-league-movie-toys/18cm-justice-league-stretch-superman/p/161126002

https://www.smythstoys.com/ie/en-ie/justice-league-movie-toys/18cm-justice-league-stretch-batman/p/161126001

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190204,True
KyAoy9PiJEk,Mixed,Spoken,Children,Feminine,"No, all voices are normal-sounding",Oonies Squeezer Maker Machine- Smyths Toys,"Make a variety of fun characters, create cool games and challenges, throw ‘em or even just pop ‘em.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/science-sets/oonies-squeezer-maker-machine/p/177132

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190807,True
P2IVTQfNTmo,Boys/men,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,NERF Rival Curve Shot Sideswipe XXI-1200 Blaster - Smyths Toys,"Select your curve to fire rounds left, right, straight or down and take the competition by surprise with the Nerf Rival Curve Shot Sideswipe XXI-1200 blaster.

Buy online at https://www.smythstoys.com/ie/en-ie/toys/construction-and-cars/nerf/nerf-rival/nerf-rival-curve-shot-sideswipe-xxi-1200-blaster/p/194672

Browse our NERF range at https://www.smythstoys.com/ie/en-ie/toys/construction-and-cars/nerf/c/SM06010203

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210305,True
Oo1dMRp15_Q,There are no actors/presenters or you can never see their faces,BOTH spoken and sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Secret Crush Minis Crush to Unbox Sweet Themed Mini Doll Assortment - Smyths Toys,"Crush into a collectible sweet surprise with Secret Crush Minis

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/secret-crush/secret-crush-minis-crush-to-unbox-sweet-themed-mini-doll-assortment/p/189141

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20201002,True
b87r9x2ukUg,There are no actors/presenters or you can never see their faces,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Smyths Toys - Animagic Rescue Hospital,"Welcome to Bluebell Springs, the adorable world of AniMagic Rescue Hospital where Amelie and her vet friends love playing and caring for puppies, kittens, bunnies and ponies.",20140923,True
jEtrbjHaZc8,Boys/men,There are no voices,There are no voices,There are no voices,There are no voices,NERF Rapid Fire Blaster Scooter - Smyths Toys,"Blasting on the go just got epic, with the Nerf Blaster Scooter! This is the ultimate blasting vehicle featuring rapid fire, dual barrel power on a smooth and responsive 3 wheel scooter with easy-reach trigger buttons. Steel enforced deck and brake and oversized PU wheels provide a safe and fun ride. Charge into battle or get out of the mayhem fast on the Nerf Blaster Scooter with ultimate blasting power. Fires up to 40 ft!

Helmet and potection set all sold seperately.

Buy online: https://www.smythstoys.com/uk/en-gb/outdoor/large-and-electric-scooters/large-scooters/nerf-rapid-fire-blaster-scooter/p/173882

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190516,True
WXom9NTISb8,Boys/men,There are no voices,There are no voices,There are no voices,There are no voices,Fast & Furious Stunt Raceway & Dead Drop Challenge - Smyths Toys,"Take control of the Dodge Charger and help Dom and his crew as they continue their global exploits in the unstoppable franchise built on speed.

Shop the Fast & Furious Stunt Raceway here: https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/racing-tracks/fast-and-furious-stunt-raceway/p/188477

Shop the Fast & Furious Dead Drop Challenge here: https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/racing-tracks/fast-and-furious-dead-drop-challenge/p/188475

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #Fast&Furious",20201216,True
2J7ZM8U9bw0,Mixed,BOTH spoken and sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Little Tikes Splash Face - Smyths Toys,"Bring the thrill of the theme park home with Little Tikes Fun Zone toys! Splash Face uses water to take tug-of-war to the next level. Challenge your friends to see who gets soaked. Get outdoors, get active, get soaked! Create the ultimate theme park experience with all 5 Fun Zone toys!

Purchase product at Smyths Toys: https://www.smythstoys.com/ie/en-ie/outdoor/pools-and-sand-pits/pools/little-tikes-splash-face/p/164099",20180524,True
