Electric/Acoustic,Distorted/Clear,Many Instruments/Few Instruments,Loud/Soft,Heavy/Light,High pitch/Low pitch,Wide pitch variation/Narrow pitch variation,Punchy/Smooth,Harmonious/Disharmonious,Clear melody/No melody,Repetitive/Non-repetitive,Complex rhythm/Simple rhythm,Fast tempo/Slow tempo,Dense/Sparse,Strong beat/Weak beat,prolific_id,stimulus_id
1,2,4,1,1,2,6,2,4,6,2,5,3,3,2,5c4592d7f608210001a4b0a8,HO-GyyhtDnA
3,3,5,4,4,3,3,4,5,5,3,4,3,4,5,5c46c60f5aca820001f7d05d,VIqv8YRVDuY
3,7,6,4,5,4,4,3,6,6,4,5,3,4,4,5c4207e8f35ed30001a737d7,2-m3SEGs0kM
3,3,6,1,2,6,4,4,7,7,4,5,4,3,3,5c4207e8f35ed30001a737d7,HO-GyyhtDnA
3,6,6,6,6,3,3,5,3,3,2,5,5,5,3,5e5556c0677c1055083ae16f,VIqv8YRVDuY
1,3,7,4,2,6,7,3,5,5,4,7,4,2,3,6229ed79f7a1e9108676da48,Zl-50U1tsBM
4,4,7,4,6,6,5,3,4,5,3,6,3,6,3,611bdc0a559f692248bf1c54,cYszuGaptkk
3,5,4,3,3,4,4,3,5,5,2,4,3,4,1,5c46c60f5aca820001f7d05d,pdzliNhlqWI
1,3,6,2,2,5,3,2,3,2,3,5,3,3,5,5f005223a990f702918306fe,HO-GyyhtDnA
6,6,6,7,7,4,5,3,2,2,3,4,3,5,6,61362316891827226628509d,VIqv8YRVDuY
6,6,5,6,6,2,6,5,2,2,4,6,3,5,4,611bdc0a559f692248bf1c54,VIqv8YRVDuY
7,7,7,7,7,6,5,7,2,1,1,6,1,6,6,61362316891827226628509d,2-m3SEGs0kM
4,4,5,4,5,3,4,4,6,7,4,5,3,2,4,5c4207e8f35ed30001a737d7,cYszuGaptkk
3,5,4,2,3,5,5,2,3,6,3,5,3,3,2,5ce2cadbed552600199dc85c,Zl-50U1tsBM
2,5,5,6,6,3,5,4,3,3,1,5,5,5,5,5e5556c0677c1055083ae16f,pdzliNhlqWI
6,6,6,5,6,4,4,3,2,2,3,7,4,5,3,5ce2cadbed552600199dc85c,pdzliNhlqWI
2,2,3,2,3,5,4,3,4,6,3,6,5,3,3,5ce2cadbed552600199dc85c,HO-GyyhtDnA
7,7,6,6,6,2,3,5,2,2,2,6,4,6,4,5ce2cadbed552600199dc85c,2-m3SEGs0kM
5,7,7,4,5,3,4,2,1,1,1,7,4,3,1,6229ed79f7a1e9108676da48,pdzliNhlqWI
3,5,5,3,3,4,4,3,5,3,2,4,4,4,5,5c46c60f5aca820001f7d05d,HO-GyyhtDnA
3,3,3,6,6,3,5,5,3,6,4,6,6,6,6,597f88ce7b7b850001fa4f3d,cYszuGaptkk
5,5,5,4,5,3,4,4,5,3,2,4,4,4,3,5c46c60f5aca820001f7d05d,2-m3SEGs0kM
2,7,6,5,5,2,3,3,1,1,5,3,5,3,2,597f88ce7b7b850001fa4f3d,pdzliNhlqWI
3,6,6,4,4,4,5,4,5,5,3,5,3,4,3,5c4592d7f608210001a4b0a8,cYszuGaptkk
2,5,3,5,3,3,6,3,3,3,3,6,3,3,4,5f005223a990f702918306fe,cYszuGaptkk
5,6,5,3,5,5,6,3,2,3,2,6,3,4,2,611bdc0a559f692248bf1c54,pdzliNhlqWI
6,6,4,4,5,4,3,3,2,5,4,3,3,5,2,5ce2cadbed552600199dc85c,VIqv8YRVDuY
3,5,3,3,3,6,3,2,7,7,6,6,2,2,3,5ee91869ec57d2169fca4494,HO-GyyhtDnA
2,3,6,4,3,5,4,3,5,5,3,6,3,3,3,5e5556c0677c1055083ae16f,HO-GyyhtDnA
6,6,3,3,5,5,3,3,2,2,5,3,3,3,3,5e5556c0677c1055083ae16f,Zl-50U1tsBM
1,5,7,3,6,3,3,4,5,5,2,3,4,5,6,6229ed79f7a1e9108676da48,VIqv8YRVDuY
1,6,7,4,6,4,7,4,1,1,1,7,3,5,1,6229ed79f7a1e9108676da48,2-m3SEGs0kM
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,597f88ce7b7b850001fa4f3d,HO-GyyhtDnA
2,6,6,3,6,3,5,4,3,4,2,5,4,4,3,5c4592d7f608210001a4b0a8,VIqv8YRVDuY
2,7,6,2,6,5,5,2,5,5,2,5,3,4,3,5c4592d7f608210001a4b0a8,pdzliNhlqWI
7,7,7,6,7,4,6,6,5,3,3,4,3,4,4,5c4592d7f608210001a4b0a8,2-m3SEGs0kM
3,4,5,3,3,4,4,3,5,5,4,3,3,4,3,5c46c60f5aca820001f7d05d,Zl-50U1tsBM
2,6,3,2,7,2,5,3,2,3,3,5,3,5,5,5f005223a990f702918306fe,VIqv8YRVDuY
3,5,4,4,4,4,4,4,5,5,3,4,4,4,3,5c46c60f5aca820001f7d05d,cYszuGaptkk
3,5,3,5,3,5,3,2,2,3,2,3,3,3,5,597f88ce7b7b850001fa4f3d,Zl-50U1tsBM
6,5,5,7,7,6,6,7,1,1,1,6,2,6,7,61362316891827226628509d,pdzliNhlqWI
5,6,6,6,6,5,3,5,3,3,2,6,4,6,3,5f58970c75be84000bd26e43,2-m3SEGs0kM
4,3,2,2,2,6,3,2,2,3,6,3,2,2,3,5f58970c75be84000bd26e43,Zl-50U1tsBM
4,3,2,2,3,4,3,2,2,5,6,3,3,4,5,5f58970c75be84000bd26e43,cYszuGaptkk
3,6,3,2,3,3,3,2,2,3,3,3,4,5,2,5f58970c75be84000bd26e43,pdzliNhlqWI
7,7,7,7,7,1,4,7,1,4,4,4,4,4,4,6156fe57a77ed18bda735726,pdzliNhlqWI
5,4,2,4,3,4,1,3,2,3,3,1,3,3,2,5c8d4db8c6eef00001bd2510,VIqv8YRVDuY
2,3,2,5,2,5,6,3,4,6,2,2,3,1,6,5c8d4db8c6eef00001bd2510,HO-GyyhtDnA
3,4,3,3,3,2,3,3,4,5,4,4,3,3,3,5cec2831539ced0017fbc5f4,VIqv8YRVDuY
6,6,5,6,7,2,4,5,2,2,2,6,4,3,4,5ee9e46e9087b300082d46cd,2-m3SEGs0kM
2,6,3,3,7,1,6,2,2,1,1,5,2,3,2,5f005223a990f702918306fe,2-m3SEGs0kM
6,6,7,6,6,6,5,3,2,3,2,6,3,6,3,611bdc0a559f692248bf1c54,2-m3SEGs0kM
6,6,5,6,6,3,5,5,2,3,5,3,5,5,6,597f88ce7b7b850001fa4f3d,VIqv8YRVDuY
5,3,6,5,6,3,3,2,3,6,6,3,3,5,5,5f58970c75be84000bd26e43,VIqv8YRVDuY
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6156fe57a77ed18bda735726,cYszuGaptkk
3,3,3,3,3,5,4,4,3,3,4,4,4,4,4,6156fe57a77ed18bda735726,Zl-50U1tsBM
3,3,3,3,2,5,5,3,5,4,3,4,3,3,4,58f4a7947b2e410001c2edde,Zl-50U1tsBM
3,5,5,5,6,3,5,3,3,3,2,4,3,5,4,58f4a7947b2e410001c2edde,pdzliNhlqWI
6,6,2,6,3,5,6,2,3,5,2,2,3,1,5,5c8d4db8c6eef00001bd2510,cYszuGaptkk
4,6,5,5,6,3,4,3,3,3,3,5,3,4,3,58f4a7947b2e410001c2edde,2-m3SEGs0kM
4,3,3,4,3,3,4,4,3,3,4,3,3,4,3,5cec2831539ced0017fbc5f4,2-m3SEGs0kM
5,7,7,4,6,2,6,2,2,2,2,3,4,6,4,5c8d4db8c6eef00001bd2510,2-m3SEGs0kM
6,6,3,6,5,4,3,3,2,2,4,2,2,2,2,5ee9e46e9087b300082d46cd,Zl-50U1tsBM
5,6,5,6,6,3,4,5,2,2,4,3,3,3,4,5ee9e46e9087b300082d46cd,VIqv8YRVDuY
7,7,7,6,6,2,5,3,2,1,3,6,5,5,5,597f88ce7b7b850001fa4f3d,2-m3SEGs0kM
1,3,3,2,2,6,6,1,6,6,4,3,2,3,1,611bdc0a559f692248bf1c54,HO-GyyhtDnA
2,6,3,5,3,3,5,2,3,2,1,2,3,2,2,5f005223a990f702918306fe,Zl-50U1tsBM
6,6,3,3,6,2,6,2,3,2,2,5,2,3,5,5f005223a990f702918306fe,pdzliNhlqWI
2,2,3,2,3,6,2,1,5,5,6,2,2,2,2,61362316891827226628509d,Zl-50U1tsBM
2,3,3,3,3,6,5,2,5,5,3,4,3,2,3,611bdc0a559f692248bf1c54,Zl-50U1tsBM
6,3,5,6,7,2,5,4,5,3,3,5,2,6,6,61362316891827226628509d,cYszuGaptkk
4,3,3,4,6,5,4,3,6,6,5,4,3,4,6,58f4a7947b2e410001c2edde,VIqv8YRVDuY
4,3,3,4,3,3,3,2,3,3,2,3,3,2,3,5cec2831539ced0017fbc5f4,pdzliNhlqWI
4,3,3,4,5,5,4,5,5,5,4,5,5,5,5,5cec2831539ced0017fbc5f4,Zl-50U1tsBM
3,3,3,6,3,4,5,5,3,3,3,3,3,3,3,5ee9e46e9087b300082d46cd,cYszuGaptkk
2,2,2,1,1,5,5,1,5,5,3,2,2,2,4,61362316891827226628509d,HO-GyyhtDnA
2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,6156fe57a77ed18bda735726,HO-GyyhtDnA
2,3,2,2,2,6,5,2,6,6,3,3,3,2,6,5f58970c75be84000bd26e43,HO-GyyhtDnA
3,1,4,4,3,5,4,4,6,7,4,4,3,3,5,58f4a7947b2e410001c2edde,HO-GyyhtDnA
7,7,7,7,7,1,4,4,4,4,4,4,4,4,4,6156fe57a77ed18bda735726,2-m3SEGs0kM
4,2,4,4,4,4,4,4,6,7,4,4,3,4,7,58f4a7947b2e410001c2edde,cYszuGaptkk
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6156fe57a77ed18bda735726,VIqv8YRVDuY
2,7,6,4,5,3,2,3,2,5,3,3,4,5,3,5c8d4db8c6eef00001bd2510,pdzliNhlqWI
4,3,3,4,4,3,4,3,3,4,3,3,4,3,3,5cec2831539ced0017fbc5f4,cYszuGaptkk
3,6,3,6,4,5,3,3,2,6,3,3,4,2,5,5c8d4db8c6eef00001bd2510,Zl-50U1tsBM
3,4,4,3,4,4,5,4,4,5,3,4,4,3,3,5cec2831539ced0017fbc5f4,HO-GyyhtDnA
2,2,5,6,3,4,5,4,3,3,3,5,4,3,4,5ee9e46e9087b300082d46cd,HO-GyyhtDnA
5,6,3,6,6,3,4,3,1,1,2,5,3,4,3,5ee9e46e9087b300082d46cd,pdzliNhlqWI
6,7,6,6,7,2,5,6,3,2,2,6,5,5,6,60fcae5006b60b192967e47f,2-m3SEGs0kM
3,3,5,2,2,6,4,2,6,6,7,5,3,3,4,60fcae5006b60b192967e47f,Zl-50U1tsBM
2,2,4,1,7,7,7,1,7,7,7,7,6,6,6,60fcae5006b60b192967e47f,HO-GyyhtDnA
6,6,3,2,2,6,2,1,5,5,3,4,5,3,3,5c5cb335c378220001e5ed9b,HO-GyyhtDnA
3,6,3,2,7,3,4,3,2,2,4,6,6,5,6,60fcae5006b60b192967e47f,pdzliNhlqWI
3,5,6,6,7,3,3,6,3,7,7,7,3,5,5,60fcae5006b60b192967e47f,cYszuGaptkk
6,6,7,7,7,2,2,2,2,6,6,5,5,4,5,60fcae5006b60b192967e47f,VIqv8YRVDuY
6,7,6,5,6,5,5,6,2,4,3,6,4,3,3,5a81d2b6190420000155d995,VIqv8YRVDuY
6,6,5,5,5,6,6,3,2,2,2,7,3,3,2,61478fcbc820cdf835b652a5,pdzliNhlqWI
3,7,5,5,7,4,5,5,2,2,4,7,4,6,3,543e85adfdf99b7356902e90,pdzliNhlqWI
3,6,6,6,6,3,4,3,2,3,6,3,3,2,2,5a81d2b6190420000155d995,cYszuGaptkk
1,2,2,2,2,6,6,1,3,6,4,2,3,2,5,543e85adfdf99b7356902e90,HO-GyyhtDnA
2,2,3,2,2,3,3,2,5,4,4,6,4,3,3,5b47e287bc06c90001f8b67d,HO-GyyhtDnA
2,2,3,2,2,3,3,2,5,3,5,4,3,3,2,5b47e287bc06c90001f8b67d,Zl-50U1tsBM
2,3,4,3,5,3,3,2,5,5,5,5,4,6,5,5b47e287bc06c90001f8b67d,cYszuGaptkk
6,6,6,6,6,3,3,6,2,2,3,6,3,6,4,5c5cb335c378220001e5ed9b,pdzliNhlqWI
4,6,5,5,5,4,3,3,4,5,5,4,3,6,3,5c5cb335c378220001e5ed9b,cYszuGaptkk
6,6,5,5,5,3,3,4,4,4,2,6,4,5,4,5c5cb335c378220001e5ed9b,2-m3SEGs0kM
5,7,6,6,6,3,5,5,3,3,3,5,4,5,4,5c5cb335c378220001e5ed9b,VIqv8YRVDuY
7,7,6,6,6,3,5,6,2,1,1,6,3,4,3,5a81d2b6190420000155d995,pdzliNhlqWI
3,2,5,6,7,6,6,6,5,6,6,3,5,6,6,61478fcbc820cdf835b652a5,cYszuGaptkk
6,7,6,2,2,5,5,6,3,1,3,2,2,2,2,5a81d2b6190420000155d995,Zl-50U1tsBM
3,7,2,2,3,6,4,2,2,4,4,3,2,3,2,543e85adfdf99b7356902e90,Zl-50U1tsBM
2,5,2,2,6,2,3,3,3,3,5,5,3,3,5,5b47e287bc06c90001f8b67d,VIqv8YRVDuY
6,7,6,6,6,6,6,7,2,1,1,6,3,3,2,5a81d2b6190420000155d995,2-m3SEGs0kM
6,6,2,6,7,2,2,5,6,6,6,1,5,5,7,61478fcbc820cdf835b652a5,VIqv8YRVDuY
4,6,3,2,3,4,4,2,3,6,4,2,2,2,2,543e85adfdf99b7356902e90,cYszuGaptkk
2,1,5,7,5,7,7,3,6,6,3,2,5,5,6,61478fcbc820cdf835b652a5,HO-GyyhtDnA
7,7,5,6,7,4,2,7,1,1,2,6,3,6,6,61478fcbc820cdf835b652a5,2-m3SEGs0kM
5,6,3,3,6,2,5,5,2,2,4,6,3,2,2,5b47e287bc06c90001f8b67d,pdzliNhlqWI
5,6,5,3,3,5,4,2,4,3,3,4,5,3,3,5c5cb335c378220001e5ed9b,Zl-50U1tsBM
7,7,2,5,7,5,1,6,2,3,3,3,5,2,3,61478fcbc820cdf835b652a5,Zl-50U1tsBM
2,2,6,1,1,3,2,2,5,5,5,2,3,2,5,5a81d2b6190420000155d995,HO-GyyhtDnA
6,7,6,6,7,4,6,7,2,2,3,6,4,7,3,543e85adfdf99b7356902e90,2-m3SEGs0kM
5,7,3,3,6,3,4,3,2,3,4,2,3,5,3,543e85adfdf99b7356902e90,VIqv8YRVDuY
5,6,4,3,6,2,6,5,2,2,2,6,3,2,3,5b47e287bc06c90001f8b67d,2-m3SEGs0kM
3,5,5,5,6,2,3,3,5,3,3,5,5,5,3,61a74f50a9217c6f76a4d0c8,pdzliNhlqWI
3,3,5,6,7,5,6,6,6,7,7,7,7,7,7,61a74f50a9217c6f76a4d0c8,HO-GyyhtDnA
5,6,6,5,7,3,3,3,5,3,3,5,3,5,5,61a74f50a9217c6f76a4d0c8,VIqv8YRVDuY
5,3,3,6,6,3,3,5,5,7,5,5,5,5,5,61a74f50a9217c6f76a4d0c8,cYszuGaptkk
3,5,3,3,6,5,5,2,5,3,2,5,3,5,5,61a74f50a9217c6f76a4d0c8,Zl-50U1tsBM
6,6,6,6,7,2,5,2,3,1,2,5,3,6,2,61a74f50a9217c6f76a4d0c8,2-m3SEGs0kM
4,5,3,4,4,6,5,4,4,4,3,3,4,4,3,6142013d4dd8ae5ca2b4329b,VIqv8YRVDuY
2,3,2,1,2,5,7,2,6,6,2,6,6,3,3,5f9d8c7836c7202cdcc9aa28,Zl-50U1tsBM
7,7,7,6,5,2,2,1,3,1,1,7,2,4,3,56cefc4cb009e1000aa73684,2-m3SEGs0kM
2,2,3,1,1,7,7,2,6,6,2,7,3,2,3,5f9d8c7836c7202cdcc9aa28,HO-GyyhtDnA
3,3,3,3,3,6,6,4,4,5,3,5,3,2,6,6142013d4dd8ae5ca2b4329b,HO-GyyhtDnA
4,2,7,7,7,7,7,6,5,7,4,4,4,6,7,56cefc4cb009e1000aa73684,cYszuGaptkk
5,7,6,6,5,4,1,1,3,2,7,7,4,3,5,56cefc4cb009e1000aa73684,pdzliNhlqWI
2,4,4,4,4,5,4,3,6,6,4,4,4,4,4,61fa94eb5719bc09cb835082,Zl-50U1tsBM
6,6,6,6,6,3,6,5,4,4,3,6,4,5,5,61fa94eb5719bc09cb835082,2-m3SEGs0kM
2,5,4,5,5,3,4,4,4,4,3,4,4,4,4,61fa94eb5719bc09cb835082,pdzliNhlqWI
5,5,5,4,6,2,3,4,2,2,2,4,4,5,4,6142013d4dd8ae5ca2b4329b,2-m3SEGs0kM
3,2,4,2,5,4,5,4,3,2,3,7,5,4,4,56cefc4cb009e1000aa73684,HO-GyyhtDnA
5,6,6,3,2,7,7,4,6,7,2,7,3,4,3,56cefc4cb009e1000aa73684,Zl-50U1tsBM
2,3,4,3,3,4,5,5,6,6,4,5,4,4,6,61fa94eb5719bc09cb835082,HO-GyyhtDnA
2,4,4,5,4,5,6,4,4,4,2,4,3,2,3,6142013d4dd8ae5ca2b4329b,cYszuGaptkk
7,7,7,7,7,2,3,2,6,2,1,7,3,7,3,5f9d8c7836c7202cdcc9aa28,2-m3SEGs0kM
7,7,2,3,7,2,2,3,6,6,1,7,6,2,2,5f9d8c7836c7202cdcc9aa28,pdzliNhlqWI
3,5,3,3,4,5,4,2,1,1,1,5,3,4,2,6142013d4dd8ae5ca2b4329b,pdzliNhlqWI
3,7,2,3,3,6,6,1,5,6,2,7,6,3,5,5f9d8c7836c7202cdcc9aa28,cYszuGaptkk
7,7,3,3,7,2,2,5,3,6,1,7,3,2,7,5f9d8c7836c7202cdcc9aa28,VIqv8YRVDuY
2,4,3,3,3,5,6,4,4,3,3,4,3,3,4,6142013d4dd8ae5ca2b4329b,Zl-50U1tsBM
4,7,3,2,6,4,3,2,1,1,2,6,3,5,2,56cefc4cb009e1000aa73684,VIqv8YRVDuY
3,4,4,4,4,4,4,4,5,5,4,5,4,5,5,61fa94eb5719bc09cb835082,cYszuGaptkk
7,7,7,3,6,2,4,2,2,2,1,6,3,5,4,60b36a96346dd63678e6cfe6,2-m3SEGs0kM
7,7,7,6,7,1,6,4,3,1,3,4,3,6,3,5f1732153f88740671925041,pdzliNhlqWI
2,2,5,6,3,7,6,6,6,7,5,6,5,2,5,6103e3edaf7f1d45872d5963,HO-GyyhtDnA
3,2,5,5,5,5,6,5,3,6,5,6,5,3,5,6103e3edaf7f1d45872d5963,Zl-50U1tsBM
3,3,6,5,6,6,6,5,3,5,3,6,5,5,5,6103e3edaf7f1d45872d5963,pdzliNhlqWI
4,3,5,7,4,4,4,4,3,6,4,6,3,6,6,60b36a96346dd63678e6cfe6,cYszuGaptkk
3,5,4,5,5,4,5,5,5,5,4,5,4,5,5,61fa94eb5719bc09cb835082,VIqv8YRVDuY
3,3,4,1,1,6,4,3,5,4,4,5,4,3,3,5f1732153f88740671925041,HO-GyyhtDnA
1,1,2,1,1,6,3,3,5,6,6,5,4,1,4,5adfaab95f327e0001fb8c8e,HO-GyyhtDnA
2,3,5,6,2,5,5,3,5,5,4,6,4,4,5,60b36a96346dd63678e6cfe6,HO-GyyhtDnA
2,6,6,4,6,3,2,3,3,3,4,6,4,4,5,60b36a96346dd63678e6cfe6,VIqv8YRVDuY
7,5,6,4,3,4,2,3,5,3,3,6,4,3,6,60b36a96346dd63678e6cfe6,Zl-50U1tsBM
1,7,6,2,6,2,3,2,3,3,2,6,4,4,3,60b36a96346dd63678e6cfe6,pdzliNhlqWI
7,6,7,7,7,5,6,6,2,2,3,6,5,7,6,6103e3edaf7f1d45872d5963,2-m3SEGs0kM
3,1,5,2,3,4,3,4,5,6,6,3,4,3,5,5f1732153f88740671925041,cYszuGaptkk
5,6,5,4,6,3,4,3,2,3,2,3,4,5,4,5adfaab95f327e0001fb8c8e,2-m3SEGs0kM
6,6,6,5,6,5,5,4,3,2,4,3,4,6,4,5f1732153f88740671925041,2-m3SEGs0kM
2,2,5,2,2,6,5,3,5,5,4,3,4,3,3,5f1732153f88740671925041,Zl-50U1tsBM
6,7,3,5,7,1,3,4,4,5,5,2,3,3,6,5f1732153f88740671925041,VIqv8YRVDuY
5,3,2,4,6,2,3,5,2,4,6,5,4,4,4,5adfaab95f327e0001fb8c8e,VIqv8YRVDuY
3,3,5,5,5,6,6,5,3,5,5,6,5,3,6,6103e3edaf7f1d45872d5963,VIqv8YRVDuY
2,7,5,4,5,4,4,5,4,7,4,6,5,5,6,5adfaab95f327e0001fb8c8e,cYszuGaptkk
5,1,6,3,6,5,6,6,4,6,3,6,5,3,6,6103e3edaf7f1d45872d5963,cYszuGaptkk
1,1,6,2,6,4,2,3,2,2,7,3,5,5,2,5adfaab95f327e0001fb8c8e,pdzliNhlqWI
2,1,1,3,2,6,5,3,5,6,4,5,4,2,6,5adfaab95f327e0001fb8c8e,Zl-50U1tsBM
5,6,5,7,7,3,6,5,3,3,1,7,3,5,6,5c4074b625379500019a8ca5,VIqv8YRVDuY
7,5,6,6,6,6,6,2,2,3,3,6,5,5,3,5e6e37cf6c47283eaa39ceeb,pdzliNhlqWI
3,5,5,6,5,2,6,6,2,2,3,6,2,5,5,5971cee2f4058000011deea6,VIqv8YRVDuY
5,5,2,4,4,6,5,5,3,4,3,6,5,3,5,5c4074b625379500019a8ca5,Zl-50U1tsBM
5,6,6,5,5,1,5,5,2,3,3,6,2,6,5,5971cee2f4058000011deea6,2-m3SEGs0kM
6,6,5,6,7,1,7,3,2,1,1,7,5,6,4,5c4074b625379500019a8ca5,2-m3SEGs0kM
3,5,5,3,4,3,6,5,3,3,3,6,2,6,5,5971cee2f4058000011deea6,pdzliNhlqWI
6,5,5,5,6,1,6,2,3,3,1,7,4,5,3,5c4074b625379500019a8ca5,pdzliNhlqWI
3,3,5,3,3,6,5,3,5,4,4,5,2,3,5,5971cee2f4058000011deea6,Zl-50U1tsBM
2,2,3,6,3,7,5,5,3,7,7,6,3,3,7,5e6e37cf6c47283eaa39ceeb,cYszuGaptkk
5,3,2,3,5,4,4,3,4,6,5,5,4,5,7,5c4074b625379500019a8ca5,HO-GyyhtDnA
5,5,2,4,5,6,6,5,3,6,1,7,5,3,6,5c4074b625379500019a8ca5,cYszuGaptkk
7,5,3,2,2,3,3,2,1,2,1,6,2,3,3,5e6e37cf6c47283eaa39ceeb,Zl-50U1tsBM
2,6,5,3,3,6,5,3,6,5,5,4,2,2,4,5971cee2f4058000011deea6,HO-GyyhtDnA
7,7,6,6,7,5,5,3,1,1,1,5,3,7,3,5e6e37cf6c47283eaa39ceeb,2-m3SEGs0kM
2,6,5,3,3,6,5,5,4,5,5,5,3,5,4,5971cee2f4058000011deea6,cYszuGaptkk
2,2,5,6,7,3,3,2,5,7,7,3,3,5,7,5e6e37cf6c47283eaa39ceeb,VIqv8YRVDuY
1,2,5,2,1,6,6,1,7,7,1,5,3,2,6,5e6e37cf6c47283eaa39ceeb,HO-GyyhtDnA
6,7,4,6,7,3,3,5,1,1,2,5,3,5,6,56db73e97dcddf000cd564d4,2-m3SEGs0kM
2,2,5,1,1,6,5,3,4,3,3,6,3,2,5,56db73e97dcddf000cd564d4,HO-GyyhtDnA
2,7,5,4,6,2,2,3,1,2,7,4,3,3,6,56db73e97dcddf000cd564d4,VIqv8YRVDuY
2,3,3,2,2,6,1,2,4,3,5,3,3,3,3,56db73e97dcddf000cd564d4,Zl-50U1tsBM
5,7,6,6,6,2,5,5,1,1,2,6,4,5,6,56db73e97dcddf000cd564d4,pdzliNhlqWI
2,3,5,4,3,4,3,4,4,4,6,3,2,4,6,56db73e97dcddf000cd564d4,cYszuGaptkk
